
0.0;1540022982897519
0.0;1540023050016300
0.0;1540023117024130
0.0;1540023184034620
0.0;1540023252408824
0.0;1540023344502318
0.0;1540023411501028
0.0;1540023478251238
65.3;1540023545471091
65.3;1540023612151766
65.3;1540023682734360
65.3;1540023758285070
65.3;1540023852104391
65.3;1540023919243311
65.3;1540023986267859
71.0;1540024084258878
71.0;1540024151341182
71.0;1540024218333433
71.0;1540024285396359
71.0;1540024352331234
71.0;1540024419449255
71.0;1540024486358672
57.1;1540024575432919
57.1;1540024642443409
57.1;1540024709435660
57.1;1540024776553681
57.1;1540024843544032
57.1;1540024911600201
57.1;1540024979464484
57.1;1540025046618983
40.0;1540025114731767
40.0;1540025181838769
40.0;1540025248966289
40.0;1540025316164864
40.0;1540025383215631
40.0;1540025450372409
40.0;1540025517694094
40.0;1540025584808316
6.9;1540025652478434
6.9;1540025719191787
6.9;1540025786151360
6.9;1540025853278121
6.9;1540025920311788
6.9;1540025988473209
6.9;1540026055826052
6.9;1540026122854400
28.8;1540026190104651
28.8;1540026257413038
28.8;1540026324694066
28.8;1540026391859584
28.8;1540026459756925
28.8;1540026526573629
28.8;1540026594028684
28.8;1540026660716959
19.5;1540026728936515
19.5;1540026796631712
19.5;1540026864247494
19.5;1540026931566900
19.5;1540026999620409
19.5;1540027066717532
19.5;1540027133892548
19.5;1540027215417918
11.0;1540027282052616
11.0;1540027349253851
11.0;1540027416852915
11.0;1540027484117985
11.0;1540027551254245
11.0;1540027618366946
11.0;1540027686275687
11.0;1540027753385728
4.3;1540027821506872
4.3;1540027889358617
4.3;1540027956927283
4.3;1540028024092801
4.3;1540028091417146
4.3;1540028159363503
4.3;1540028226357274
4.3;1540028293476435
13.9;1540028361778065
13.9;1540028429589532
13.9;1540028496674116
13.9;1540028563845333
13.9;1540028631812209
13.9;1540028699466369
13.9;1540028766494717
13.9;1540028833656815
5.1;1540028901024476
5.1;1540028968484091
5.1;1540029035589954
5.1;1540029102775229
5.1;1540029170803280
5.1;1540029238676683
5.1;1540029305817123
5.1;1540029372985300
8.0;1540029440488991
8.0;1540029507228942
8.0;1540029575157820
8.0;1540029642344616
8.0;1540029710061851
8.0;1540029777278285
8.0;1540029844508017
8.0;1540029911665555
4.3;1540029979347833
4.3;1540030101072961
4.3;1540030168446322
4.3;1540030235439333
4.3;1540030302492759
4.3;1540030370283709
4.3;1540030438199288
30.9;1540030505434720
30.9;1540030572399993
30.9;1540030640143446
30.9;1540030707755049
30.9;1540030774863951
30.9;1540030842221734
30.9;1540030909141030
30.9;1540030976598745
9.3;1540031044277983
9.3;1540031111820432
9.3;1540031179075622
9.3;1540031246315234
9.3;1540031314097064
9.3;1540031381736405
9.3;1540031449477578
9.3;1540031516771905
3.1;1540031584610731
3.1;1540031652035388
3.1;1540031721426014
3.1;1540031788673606
3.1;1540031855407096
3.1;1540031922536517
3.1;1540031991287652
3.1;1540032063784538
4.9;1540032132594569
4.9;1540032199503606
4.9;1540032266664184
4.9;1540032334005248
4.9;1540032401448524
4.9;1540032468749691
4.9;1540032535945986
4.9;1540032603821669
12.4;1540032671154753
12.4;1540032738178542
12.4;1540032805248307
12.4;1540032873233041
12.4;1540032940998532
12.4;1540033008836598
12.4;1540033076160563
12.4;1540033144057144
8.4;1540033213581140
8.4;1540033281074192
8.4;1540033348054664
8.4;1540033415478181
8.4;1540033483268371
8.4;1540033550265561
8.4;1540033617346725
8.4;1540033684807100
7.2;1540033752403124
7.2;1540033819381696
7.2;1540033886488698
7.2;1540033954601483
7.2;1540034021743822
7.2;1540034089679920
7.2;1540034177913672
7.2;1540034245698921
4.5;1540034313212492
4.5;1540034380186125
4.5;1540034448070166
4.5;1540034516297322
4.5;1540034583622807
4.5;1540034651534967
4.5;1540034718604732
4.5;1540034786079166
24.5;1540034877678318
24.5;1540034945015202
24.5;1540035012816031
24.5;1540035080049183
24.5;1540035147057393
24.5;1540035214364639
24.5;1540035281988022
24.5;1540035349848505
13.1;1540035417145873
13.1;1540035485057653
13.1;1540035552307144
13.1;1540035620022859
13.1;1540035687590765
13.1;1540035754925370
13.1;1540035822149783
13.1;1540035889987468
12.4;1540035957189463
12.4;1540036024760029
12.4;1540036091832454
12.4;1540036159049647
12.4;1540036226798800
12.4;1540036294169501
12.4;1540036361254845
12.4;1540036428735738
18.8;1540036496796467
18.8;1540036565127354
18.8;1540036632141644
18.8;1540036699723989
18.8;1540036766742458
18.8;1540036834444874
18.8;1540036902444807
18.8;1540036970075789
7.0;1540037038452273
7.0;1540037106276659
7.0;1540037174234796
7.0;1540037241350917
7.0;1540037309585672
7.0;1540037377410819
7.0;1540037444928189
7.0;1540037512569810
11.2;1540037579316980
11.2;1540037646856768
11.2;1540037714374139
11.2;1540037782209924
11.2;1540037850147542
11.2;1540037917549782
11.2;1540037985192922
11.2;1540038052771468
6.8;1540038120144829
6.8;1540038187258671
6.8;1540038254543499
6.8;1540038322085948
6.8;1540038389578620
6.8;1540038457114989
6.8;1540038525094403
6.8;1540038592090454
16.6;1540038659430378
16.6;1540038727081118
16.6;1540038794936662
16.6;1540038862986751
16.6;1540038930106293
16.6;1540038997290429
16.6;1540039064703687
16.6;1540039132075529
10.3;1540039199494487
10.3;1540039266927504
10.3;1540039334279967
10.3;1540039402452026
10.3;1540039469775612
10.3;1540039536717326
10.3;1540039603867645
10.3;1540039671002765
13.0;1540039738494297
13.0;1540039805982790
13.0;1540039876466591
13.0;1540039943974083
13.0;1540040012852888
13.0;1540040080573543
13.0;1540040148214783
13.0;1540040215338504
8.9;1540040283418231
8.9;1540040351018055
8.9;1540040418068061
