
0.0;1860717169760261
0.0;1860717236749852
0.0;1860717303744003
0.0;1860717370764751
0.0;1860717438660573
0.0;1860717507714544
0.0;1860717575035470
0.0;1860717641755662
33.4;1860717709171200
33.4;1860717775888732
33.4;1860717843879166
33.4;1860717910919673
33.4;1860717977914964
33.4;1860718044949391
33.4;1860718112044614
33.4;1860718186216791
47.6;1860718257167577
47.6;1860718332892314
47.6;1860718399905843
47.6;1860718469213255
47.6;1860718536129132
47.6;1860718604957781
47.6;1860718672111899
47.6;1860718739294896
54.7;1860718806617341
54.7;1860718873723583
54.7;1860718956597469
54.7;1860719024164995
54.7;1860719091460083
54.7;1860719159283709
54.7;1860719226479245
54.7;1860719293871604
7.1;1860719361745007
7.1;1860719441765693
7.1;1860719508631034
7.1;1860719576865789
7.1;1860719644289686
7.1;1860719711423286
7.1;1860719778536748
7.1;1860719845633871
22.7;1860719912688437
22.7;1860719979554917
22.7;1860720046590105
22.7;1860720114615116
22.7;1860720182575152
22.7;1860720250923518
22.7;1860720318403652
22.7;1860720385415281
21.1;1860720452773444
21.1;1860720519641064
21.1;1860720586943751
21.1;1860720654672765
21.1;1860720722381261
21.1;1860720789468504
21.1;1860720883922756
21.1;1860720951381231
9.0;1860721019742896
9.0;1860721086528443
9.0;1860721153842149
9.0;1860721220929393
9.0;1860721288130248
9.0;1860721355949315
9.0;1860721423497083
9.0;1860721490495033
13.0;1860721558635175
13.0;1860721625535473
13.0;1860721692729869
13.0;1860721760083092
13.0;1860721828040088
13.0;1860721895353414
13.0;1860721963375005
13.0;1860722030181071
15.9;1860722097567351
15.9;1860722165001128
15.9;1860722232613491
15.9;1860722300429138
15.9;1860722367550199
15.9;1860722435621567
15.9;1860722502849020
15.9;1860722570548396
12.5;1860722638367843
12.5;1860722704975564
12.5;1860722772247093
12.5;1860722839518622
12.5;1860722907635966
12.5;1860722975787128
12.5;1860723043669650
12.5;1860723111377006
11.1;1860723178754547
11.1;1860723246656827
11.1;1860723314602045
11.1;1860723381614054
11.1;1860723448863545
11.1;1860723516103917
11.1;1860723583141764
11.1;1860723650792505
16.8;1860723719930070
16.8;1860723787530274
16.8;1860723854612578
16.8;1860723922238240
16.8;1860723989250629
16.8;1860724056516459
16.8;1860724124039909
16.8;1860724191672790
16.7;1860724259502876
16.7;1860724328729735
16.7;1860724396283582
16.7;1860724463765235
16.7;1860724531048164
16.7;1860724598109569
16.7;1860724665306625
16.7;1860724732466063
14.7;1860724799726193
14.7;1860724866724143
14.7;1860724933692076
14.7;1860725001780542
14.7;1860725068499214
14.7;1860725136176552
14.7;1860725204136968
14.7;1860725271250430
11.5;1860725338593774
11.5;1860725405477353
11.5;1860725473396352
11.5;1860725540453958
11.5;1860725609273108
11.5;1860725677151071
11.5;1860725745235357
11.5;1860725813906319
14.4;1860725881846216
14.4;1860725948602505
14.4;1860726016221328
14.4;1860726083444601
14.4;1860726150610878
14.4;1860726218818276
14.4;1860726286416580
14.4;1860726353357914
13.0;1860726420678080
13.0;1860726488372137
13.0;1860726556075693
13.0;1860726623505290
13.0;1860726690456124
13.0;1860726757413038
13.0;1860726824434166
13.0;1860726891552187
29.7;1860726959745906
29.7;1860727026612766
29.7;1860727094806104
29.7;1860727161530856
29.7;1860727229181216
29.7;1860727296199685
29.7;1860727363329485
29.7;1860727430219904
29.5;1860727497601625
29.5;1860727564588176
29.5;1860727631751034
29.5;1860727698910852
29.5;1860727766347288
29.5;1860727833511286
29.5;1860727900700362
29.5;1860727967822183
3.5;1860728036180048
3.5;1860728103159760
3.5;1860728170323378
3.5;1860728238082789
3.5;1860728305303402
3.5;1860728372275895
3.5;1860728452282901
3.5;1860728520613409
8.6;1860728587952573
8.6;1860728654608550
8.6;1860728721615620
8.6;1860728788712363
8.6;1860728855696634
8.6;1860728922757660
8.6;1860729018658080
8.6;1860729085710746
35.7;1860729152896022
35.7;1860729220582859
35.7;1860729287669723
35.7;1860729355381638
35.7;1860729422595792
35.7;1860729490317207
35.7;1860729557472845
35.7;1860729624761853
19.7;1860729693443453
19.7;1860729761947988
19.7;1860729829020033
19.7;1860729896958790
19.7;1860729964585212
19.7;1860730031327822
19.7;1860730099247582
19.7;1860730167194319
15.5;1860730276340137
15.5;1860730343447519
15.5;1860730411502928
15.5;1860730479254740
15.5;1860730546307786
15.5;1860730614187649
15.5;1860730681647264
15.5;1860730749622499
23.5;1860730817761121
23.5;1860730885746235
23.5;1860730952857037
23.5;1860731020002036
23.5;1860731087165654
23.5;1860731154039734
23.5;1860731221272126
